,keys,groups,values,name
8794,MostKillsCustom3,Custom3,26.0,76561198004924853
8795,KillsCustom3,Custom3,531.0,76561198004924853
8796,DeathsCustom3Z,Custom3,62.0,76561198004924853
8797,WinsDuos,Duos,973.0,76561198004924853
8798,GamesDuos,Duos,3175.0,76561198004924853
8799,DeathsDuos,Duos,2343.0,76561198004924853
8800,MostKillsDuos,Duos,28.0,76561198004924853
8801,KillsDuos,Duos,11916.0,76561198004924853
8802,Top3Duos,Duos,1556.0,76561198004924853
8803,CandyCorn,Event,40065.0,76561198004924853
8804,KillsThomas,Kill Statistics,3071.0,76561198004924853
8805,KillsCrossbow,Kill Statistics,861.0,76561198004924853
8806,KillsSMG,Kill Statistics,5167.0,76561198004924853
8807,KillsBow,Kill Statistics,625.0,76561198004924853
8808,KillsAK,Kill Statistics,6723.0,76561198004924853
8809,KillsDeagle,Kill Statistics,3112.0,76561198004924853
8810,KillsSniper,Kill Statistics,3886.0,76561198004924853
8811,KillsShotgun,Kill Statistics,19871.0,76561198004924853
8812,KillsJag7,Kill Statistics,5078.0,76561198004924853
8813,KillsHuntingRifle,Kill Statistics,1227.0,76561198004924853
8814,KillsSilencedPistol,Kill Statistics,1438.0,76561198004924853
8815,KillsMagnum,Kill Statistics,7088.0,76561198004924853
8816,KillsEgg,Kill Statistics,19.0,76561198004924853
8817,KillsMinigun,Kill Statistics,1952.0,76561198004924853
8818,EmuKills,Kill Statistics,344.0,76561198004924853
8819,KillsM16,Kill Statistics,2740.0,76561198004924853
8820,MeleeKills,Kill Statistics,374.0,76561198004924853
8821,KillsDart,Kill Statistics,874.0,76561198004924853
8822,KillsPistol,Kill Statistics,760.0,76561198004924853
8823,GrenadeKills,Kill Statistics,3917.0,76561198004924853
8824,VehicleKills,Kill Statistics,314.0,76561198004924853
8825,KillsDualPistol,Kill Statistics,1391.0,76561198004924853
8826,StorytimeDonk,Milestones,1.0,76561198004924853
8827,NpcSphynx,Milestones,1.0,76561198004924853
8828,NoDancing,Milestones,1.0,76561198004924853
8829,DancingInTheRain,Milestones,358.0,76561198004924853
8830,NPCLab,Milestones,2.0,76561198004924853
8831,BarnRebelDoor,Milestones,1846.0,76561198004924853
8832,ParachuteSplats,Miscellaneous,912.0,76561198004924853
8833,BeGalleryTarget,Miscellaneous,53.0,76561198004924853
8834,AccountExpIntoCurrentLevelNew,Miscellaneous,3405.0,76561198004924853
8835,AccountLevelNew,Miscellaneous,2849.0,76561198004924853
8836,GrassCut,Miscellaneous,430446.0,76561198004924853
8837,DistanceTraveled,Miscellaneous,37035138.0,76561198004924853
8838,BowHitsOneMatch,Miscellaneous,26.0,76561198004924853
8839,ChickenWins,Miscellaneous,311.0,76561198004924853
8840,CoconutsAte,Miscellaneous,9280.0,76561198004924853
8841,GalleryTargetsHit,Miscellaneous,285.0,76561198004924853
8842,BananOfferings,Miscellaneous,3.0,76561198004924853
8843,CampfiresUsed,Miscellaneous,3956.0,76561198004924853
8844,TurkeyWins,Miscellaneous,218.0,76561198004924853
8845,MushroomsAte,Miscellaneous,13962.0,76561198004924853
8846,TimePlayedSeconds,Miscellaneous,6829101.0,76561198004924853
8847,DistanceTraveledIceW2,Miscellaneous,223029.0,76561198004924853
8848,GalleryTargetsHitBow,Miscellaneous,259.0,76561198004924853
8849,TapeUsed,Miscellaneous,74161.0,76561198004924853
8850,SuperJumpRolls,Miscellaneous,4156047.0,76561198004924853
8851,CrabDance,Miscellaneous,451.0,76561198004924853
8852,ChestOpens,Miscellaneous,31133.0,76561198004924853
8853,RatGG,Miscellaneous,59.0,76561198004924853
8854,HealthJuiceDrank,Miscellaneous,1443144.0,76561198004924853
8855,MoleCrates,Miscellaneous,3097.0,76561198004924853
8856,Scarecrows,Miscellaneous,2601.0,76561198004924853
8857,Deaths,Solo,7129.0,76561198004924853
8858,PacifistVictoriesSolo,Solo,2.0,76561198004924853
8859,Top5,Solo,3392.0,76561198004924853
8860,Wins,Solo,1310.0,76561198004924853
8861,Games,Solo,8439.0,76561198004924853
8862,MeleeVictoriesSolo,Solo,1.0,76561198004924853
8863,NoArmorVictoriesSolo,Solo,1.0,76561198004924853
8864,MostKills,Solo,24.0,76561198004924853
8865,Kills,Solo,31396.0,76561198004924853
8866,MostKillsSquads,Squads,21.0,76561198004924853
8867,GamesSquads,Squads,13749.0,76561198004924853
8868,Top2Squads,Squads,6120.0,76561198004924853
8869,WinsSquads,Squads,4580.0,76561198004924853
8870,KillsSquads,Squads,32423.0,76561198004924853
8871,DeathsSquads,Squads,10105.0,76561198004924853
8872,BananaHits,Combat,4929.0,76561198365531055
8873,BananaHitsEnemyOnly,Combat,4388.0,76561198365531055
8874,EnemyArmorBroken,Combat,70423.0,76561198365531055
8875,DestructiblesDestroyed,Combat,512545.0,76561198365531055
8876,SkunkBombDamageDealt,Combat,974433.0,76561198365531055
8877,DamageDealt,Combat,18416304.0,76561198365531055
8878,Healing,Combat,181967.0,76561198365531055
8879,GamesCustom1,Custom1,4077.0,76561198365531055
8880,DeathsCustom1,Custom1,2037.0,76561198365531055
8881,FlagCaps,Custom1,2024.0,76561198365531055
8882,MostKillsCustom1,Custom1,26.0,76561198365531055
8883,WinsCustom1,Custom1,2554.0,76561198365531055
8884,KillsCustom1,Custom1,20248.0,76561198365531055
8885,FlagCapsB,Custom1B,734.0,76561198365531055
8886,WinsCustom1B,Custom1B,572.0,76561198365531055
8887,DeathsCustom1B,Custom1B,1854.0,76561198365531055
8888,MostKillsCustom1B,Custom1B,96.0,76561198365531055
8889,KillsCustom1B,Custom1B,17428.0,76561198365531055
8890,GamesCustom1B,Custom1B,600.0,76561198365531055
8891,Top2Custom2,Custom2,1021.0,76561198365531055
8892,GamesCustom2,Custom2,2150.0,76561198365531055
8893,KillsCustom2,Custom2,13529.0,76561198365531055
8894,DeathsCustom2,Custom2,1336.0,76561198365531055
8895,MostKillsCustom2,Custom2,38.0,76561198365531055
8896,WinsCustom2,Custom2,901.0,76561198365531055
8897,GamesCustom3,Custom3,1879.0,76561198365531055
8898,MostKillsCustom3Z,Custom3,17.0,76561198365531055
8899,DeathsCustom3,Custom3,1356.0,76561198365531055
8900,KillsCustom3Z,Custom3,2504.0,76561198365531055
8901,WinsCustom3,Custom3,523.0,76561198365531055
8902,MostKillsCustom3,Custom3,120.0,76561198365531055
8903,KillsCustom3,Custom3,31518.0,76561198365531055
8904,DeathsCustom3Z,Custom3,4404.0,76561198365531055
8905,WinsDuos,Duos,434.0,76561198365531055
8906,GamesDuos,Duos,1127.0,76561198365531055
8907,DeathsDuos,Duos,705.0,76561198365531055
8908,MostKillsDuos,Duos,36.0,76561198365531055
8909,KillsDuos,Duos,7252.0,76561198365531055
8910,Top3Duos,Duos,558.0,76561198365531055
8911,CandyCorn,Event,92306.0,76561198365531055
8912,KillsThomas,Kill Statistics,4039.0,76561198365531055
8913,KillsCrossbow,Kill Statistics,219.0,76561198365531055
8914,KillsSMG,Kill Statistics,9502.0,76561198365531055
8915,KillsBow,Kill Statistics,228.0,76561198365531055
8916,KillsAK,Kill Statistics,14082.0,76561198365531055
8917,KillsDeagle,Kill Statistics,1954.0,76561198365531055
8918,KillsSniper,Kill Statistics,2479.0,76561198365531055
8919,KillsShotgun,Kill Statistics,9022.0,76561198365531055
8920,KillsJag7,Kill Statistics,3561.0,76561198365531055
8921,KillsHuntingRifle,Kill Statistics,212.0,76561198365531055
8922,KillsSilencedPistol,Kill Statistics,2639.0,76561198365531055
8923,KillsMagnum,Kill Statistics,4948.0,76561198365531055
8924,KillsEgg,Kill Statistics,100.0,76561198365531055
8925,KillsMinigun,Kill Statistics,1132.0,76561198365531055
8926,EmuKills,Kill Statistics,41.0,76561198365531055
8927,KillsM16,Kill Statistics,3692.0,76561198365531055
8928,MeleeKills,Kill Statistics,1091.0,76561198365531055
8929,KillsDart,Kill Statistics,486.0,76561198365531055
8930,KillsPistol,Kill Statistics,1676.0,76561198365531055
8931,GrenadeKills,Kill Statistics,4707.0,76561198365531055
8932,VehicleKills,Kill Statistics,152.0,76561198365531055
8933,KillsDualPistol,Kill Statistics,6934.0,76561198365531055
8934,StorytimeDonk,Milestones,2.0,76561198365531055
8935,NpcSphynx,Milestones,1.0,76561198365531055
8936,NoDancing,Milestones,1.0,76561198365531055
8937,DancingInTheRain,Milestones,41.0,76561198365531055
8938,NPCLab,Milestones,2.0,76561198365531055
8939,BarnRebelDoor,Milestones,1142.0,76561198365531055
8940,ParachuteSplats,Miscellaneous,693.0,76561198365531055
8941,BeGalleryTarget,Miscellaneous,25.0,76561198365531055
8942,AccountExpIntoCurrentLevelNew,Miscellaneous,3477.0,76561198365531055
8943,AccountLevelNew,Miscellaneous,1756.0,76561198365531055
8944,GrassCut,Miscellaneous,317353.0,76561198365531055
8945,DistanceTraveled,Miscellaneous,19546814.0,76561198365531055
8946,BowHitsOneMatch,Miscellaneous,74.0,76561198365531055
8947,ChickenWins,Miscellaneous,21.0,76561198365531055
8948,CoconutsAte,Miscellaneous,1593.0,76561198365531055
8949,GalleryTargetsHit,Miscellaneous,48.0,76561198365531055
8950,BananOfferings,Miscellaneous,8.0,76561198365531055
8951,CampfiresUsed,Miscellaneous,917.0,76561198365531055
8952,TurkeyWins,Miscellaneous,15.0,76561198365531055
8953,MushroomsAte,Miscellaneous,1224.0,76561198365531055
8954,TimePlayedSeconds,Miscellaneous,3660187.0,76561198365531055
8955,DistanceTraveledIceW2,Miscellaneous,173966.0,76561198365531055
8956,GalleryTargetsHitBow,Miscellaneous,3.0,76561198365531055
8957,TapeUsed,Miscellaneous,32565.0,76561198365531055
8958,SuperJumpRolls,Miscellaneous,2111570.0,76561198365531055
8959,CrabDance,Miscellaneous,52.0,76561198365531055
8960,ChestOpens,Miscellaneous,19775.0,76561198365531055
8961,RatGG,Miscellaneous,13.0,76561198365531055
8962,HealthJuiceDrank,Miscellaneous,703514.0,76561198365531055
8963,MoleCrates,Miscellaneous,4207.0,76561198365531055
8964,Scarecrows,Miscellaneous,181.0,76561198365531055
8965,Deaths,Solo,1048.0,76561198365531055
8966,PacifistVictoriesSolo,Solo,1.0,76561198365531055
8967,Top5,Solo,454.0,76561198365531055
8968,Wins,Solo,271.0,76561198365531055
8969,Games,Solo,1319.0,76561198365531055
8970,MeleeVictoriesSolo,Solo,1.0,76561198365531055
8971,NoArmorVictoriesSolo,Solo,1.0,76561198365531055
8972,MostKills,Solo,34.0,76561198365531055
8973,Kills,Solo,10484.0,76561198365531055
8974,MostKillsSquads,Squads,39.0,76561198365531055
8975,GamesSquads,Squads,3455.0,76561198365531055
8976,Top2Squads,Squads,1732.0,76561198365531055
8977,WinsSquads,Squads,1444.0,76561198365531055
8978,KillsSquads,Squads,21461.0,76561198365531055
8979,DeathsSquads,Squads,2128.0,76561198365531055
8980,BananaHits,Combat,729.0,76561198017162335
8981,BananaHitsEnemyOnly,Combat,329.0,76561198017162335
8982,EnemyArmorBroken,Combat,34787.0,76561198017162335
8983,DestructiblesDestroyed,Combat,55565.0,76561198017162335
8984,SkunkBombDamageDealt,Combat,54698.0,76561198017162335
8985,DamageDealt,Combat,3687244.0,76561198017162335
8986,Healing,Combat,29536.0,76561198017162335
8987,GamesCustom1,Custom1,1105.0,76561198017162335
8988,DeathsCustom1,Custom1,617.0,76561198017162335
8989,FlagCaps,Custom1,681.0,76561198017162335
8990,MostKillsCustom1,Custom1,14.0,76561198017162335
8991,WinsCustom1,Custom1,688.0,76561198017162335
8992,KillsCustom1,Custom1,2822.0,76561198017162335
8993,FlagCapsB,Custom1B,209.0,76561198017162335
8994,WinsCustom1B,Custom1B,220.0,76561198017162335
8995,DeathsCustom1B,Custom1B,1408.0,76561198017162335
8996,MostKillsCustom1B,Custom1B,86.0,76561198017162335
8997,KillsCustom1B,Custom1B,5575.0,76561198017162335
8998,GamesCustom1B,Custom1B,286.0,76561198017162335
8999,Top2Custom2,Custom2,108.0,76561198017162335
9000,GamesCustom2,Custom2,250.0,76561198017162335
9001,KillsCustom2,Custom2,915.0,76561198017162335
9002,DeathsCustom2,Custom2,170.0,76561198017162335
9003,MostKillsCustom2,Custom2,19.0,76561198017162335
9004,WinsCustom2,Custom2,90.0,76561198017162335
9005,GamesCustom3,Custom3,293.0,76561198017162335
9006,MostKillsCustom3Z,Custom3,10.0,76561198017162335
9007,DeathsCustom3,Custom3,264.0,76561198017162335
9008,KillsCustom3Z,Custom3,164.0,76561198017162335
9009,WinsCustom3,Custom3,29.0,76561198017162335
9010,MostKillsCustom3,Custom3,27.0,76561198017162335
9011,KillsCustom3,Custom3,732.0,76561198017162335
9012,DeathsCustom3Z,Custom3,330.0,76561198017162335
9013,WinsDuos,Duos,255.0,76561198017162335
9014,GamesDuos,Duos,1134.0,76561198017162335
9015,DeathsDuos,Duos,894.0,76561198017162335
9016,MostKillsDuos,Duos,21.0,76561198017162335
9017,KillsDuos,Duos,4943.0,76561198017162335
9018,Top3Duos,Duos,412.0,76561198017162335
9019,CandyCorn,Event,49398.0,76561198017162335
9020,KillsThomas,Kill Statistics,588.0,76561198017162335
9021,KillsCrossbow,Kill Statistics,136.0,76561198017162335
9022,KillsSMG,Kill Statistics,1813.0,76561198017162335
9023,KillsBow,Kill Statistics,226.0,76561198017162335
9024,KillsAK,Kill Statistics,4676.0,76561198017162335
9025,KillsDeagle,Kill Statistics,685.0,76561198017162335
9026,KillsSniper,Kill Statistics,190.0,76561198017162335
9027,KillsShotgun,Kill Statistics,1060.0,76561198017162335
9028,KillsJag7,Kill Statistics,444.0,76561198017162335
9029,KillsHuntingRifle,Kill Statistics,144.0,76561198017162335
9030,KillsSilencedPistol,Kill Statistics,456.0,76561198017162335
9031,KillsMagnum,Kill Statistics,794.0,76561198017162335
9032,KillsEgg,Kill Statistics,35.0,76561198017162335
9033,KillsMinigun,Kill Statistics,243.0,76561198017162335
9034,EmuKills,Kill Statistics,130.0,76561198017162335
9035,KillsM16,Kill Statistics,1038.0,76561198017162335
9036,MeleeKills,Kill Statistics,175.0,76561198017162335
9037,KillsDart,Kill Statistics,206.0,76561198017162335
9038,KillsPistol,Kill Statistics,155.0,76561198017162335
9039,GrenadeKills,Kill Statistics,405.0,76561198017162335
9040,VehicleKills,Kill Statistics,93.0,76561198017162335
9041,KillsDualPistol,Kill Statistics,323.0,76561198017162335
9042,StorytimeDonk,Milestones,1.0,76561198017162335
9043,NpcSphynx,Milestones,1.0,76561198017162335
9044,NoDancing,Milestones,1.0,76561198017162335
9045,DancingInTheRain,Milestones,196.0,76561198017162335
9046,NPCLab,Milestones,2.0,76561198017162335
9047,BarnRebelDoor,Milestones,317.0,76561198017162335
9048,ParachuteSplats,Miscellaneous,428.0,76561198017162335
9049,BeGalleryTarget,Miscellaneous,17.0,76561198017162335
9050,AccountExpIntoCurrentLevelNew,Miscellaneous,2439.0,76561198017162335
9051,AccountLevelNew,Miscellaneous,636.0,76561198017162335
9052,GrassCut,Miscellaneous,73273.0,76561198017162335
9053,DistanceTraveled,Miscellaneous,6420993.0,76561198017162335
9054,BowHitsOneMatch,Miscellaneous,26.0,76561198017162335
9055,ChickenWins,Miscellaneous,3.0,76561198017162335
9056,CoconutsAte,Miscellaneous,4166.0,76561198017162335
9057,GalleryTargetsHit,Miscellaneous,11.0,76561198017162335
9058,BananOfferings,Miscellaneous,6.0,76561198017162335
9059,CampfiresUsed,Miscellaneous,682.0,76561198017162335
9060,TurkeyWins,Miscellaneous,1.0,76561198017162335
9061,MushroomsAte,Miscellaneous,3028.0,76561198017162335
9062,TimePlayedSeconds,Miscellaneous,1260041.0,76561198017162335
9063,DistanceTraveledIceW2,Miscellaneous,67427.0,76561198017162335
9064,GalleryTargetsHitBow,Miscellaneous,1.0,76561198017162335
9065,TapeUsed,Miscellaneous,13945.0,76561198017162335
9066,SuperJumpRolls,Miscellaneous,554231.0,76561198017162335
9067,CrabDance,Miscellaneous,6827.0,76561198017162335
9068,ChestOpens,Miscellaneous,3463.0,76561198017162335
9069,RatGG,Miscellaneous,30.0,76561198017162335
9070,HealthJuiceDrank,Miscellaneous,266404.0,76561198017162335
9071,MoleCrates,Miscellaneous,619.0,76561198017162335
9072,Scarecrows,Miscellaneous,108.0,76561198017162335
9073,Deaths,Solo,513.0,76561198017162335
9074,PacifistVictoriesSolo,Solo,1.0,76561198017162335
9075,Top5,Solo,191.0,76561198017162335
9076,Wins,Solo,86.0,76561198017162335
9077,Games,Solo,599.0,76561198017162335
9078,MeleeVictoriesSolo,Solo,3.0,76561198017162335
9079,NoArmorVictoriesSolo,Solo,1.0,76561198017162335
9080,MostKills,Solo,18.0,76561198017162335
9081,Kills,Solo,2605.0,76561198017162335
9082,MostKillsSquads,Squads,19.0,76561198017162335
9083,GamesSquads,Squads,1398.0,76561198017162335
9084,Top2Squads,Squads,647.0,76561198017162335
9085,WinsSquads,Squads,512.0,76561198017162335
9086,KillsSquads,Squads,5280.0,76561198017162335
9087,DeathsSquads,Squads,964.0,76561198017162335
9088,BananaHitsEnemyOnly,Combat,527.0,76561199012676642
9089,DamageDealt,Combat,13504594.0,76561199012676642
9090,EnemyArmorBroken,Combat,123526.0,76561199012676642
9091,BananaHits,Combat,1402.0,76561199012676642
9092,DestructiblesDestroyed,Combat,269115.0,76561199012676642
9093,Healing,Combat,74745.0,76561199012676642
9094,SkunkBombDamageDealt,Combat,247435.0,76561199012676642
9095,GamesCustom1,Custom1,648.0,76561199012676642
9096,DeathsCustom1,Custom1,283.0,76561199012676642
9097,KillsCustom1,Custom1,2267.0,76561199012676642
9098,FlagCaps,Custom1,268.0,76561199012676642
9099,MostKillsCustom1,Custom1,17.0,76561199012676642
9100,WinsCustom1,Custom1,413.0,76561199012676642
9101,GamesCustom2,Custom2,118.0,76561199012676642
9102,WinsCustom2,Custom2,61.0,76561199012676642
9103,Top2Custom2,Custom2,70.0,76561199012676642
9104,MostKillsCustom2,Custom2,20.0,76561199012676642
9105,DeathsCustom2,Custom2,67.0,76561199012676642
9106,KillsCustom2,Custom2,706.0,76561199012676642
9107,MostKillsCustom3Z,Custom3,9.0,76561199012676642
9108,GamesCustom3,Custom3,81.0,76561199012676642
9109,KillsCustom3,Custom3,1021.0,76561199012676642
9110,KillsCustom3Z,Custom3,43.0,76561199012676642
9111,DeathsCustom3,Custom3,40.0,76561199012676642
9112,MostKillsCustom3,Custom3,47.0,76561199012676642
9113,DeathsCustom3Z,Custom3,96.0,76561199012676642
9114,WinsCustom3,Custom3,41.0,76561199012676642
9115,WinsDuos,Duos,261.0,76561199012676642
9116,MostKillsDuos,Duos,25.0,76561199012676642
9117,Top3Duos,Duos,340.0,76561199012676642
9118,KillsDuos,Duos,4015.0,76561199012676642
9119,GamesDuos,Duos,589.0,76561199012676642
9120,DeathsDuos,Duos,345.0,76561199012676642
9121,KillsMinigun,Kill Statistics,368.0,76561199012676642
9122,KillsHuntingRifle,Kill Statistics,541.0,76561199012676642
9123,KillsSMG,Kill Statistics,5186.0,76561199012676642
9124,KillsCrossbow,Kill Statistics,177.0,76561199012676642
9125,KillsThomas,Kill Statistics,4110.0,76561199012676642
9126,KillsSilencedPistol,Kill Statistics,698.0,76561199012676642
9127,KillsSniper,Kill Statistics,3121.0,76561199012676642
9128,KillsJag7,Kill Statistics,4776.0,76561199012676642
9129,KillsDeagle,Kill Statistics,4686.0,76561199012676642
9130,KillsMagnum,Kill Statistics,6728.0,76561199012676642
9131,KillsEgg,Kill Statistics,3.0,76561199012676642
9132,MeleeKills,Kill Statistics,492.0,76561199012676642
9133,KillsDart,Kill Statistics,195.0,76561199012676642
9134,KillsDualPistol,Kill Statistics,541.0,76561199012676642
9135,KillsBow,Kill Statistics,438.0,76561199012676642
9136,KillsPistol,Kill Statistics,539.0,76561199012676642
9137,VehicleKills,Kill Statistics,467.0,76561199012676642
9138,KillsAK,Kill Statistics,8410.0,76561199012676642
9139,GrenadeKills,Kill Statistics,5180.0,76561199012676642
9140,KillsShotgun,Kill Statistics,11106.0,76561199012676642
9141,EmuKills,Kill Statistics,334.0,76561199012676642
9142,KillsM16,Kill Statistics,3186.0,76561199012676642
9143,StorytimeDonk,Milestones,1.0,76561199012676642
9144,DancingInTheRain,Milestones,29.0,76561199012676642
9145,NpcSphynx,Milestones,1.0,76561199012676642
9146,NoDancing,Milestones,1.0,76561199012676642
9147,BarnRebelDoor,Milestones,1274.0,76561199012676642
9148,NPCLab,Milestones,2.0,76561199012676642
9149,GrassCut,Miscellaneous,265472.0,76561199012676642
9150,AccountLevelNew,Miscellaneous,1842.0,76561199012676642
9151,DistanceTraveled,Miscellaneous,19857632.0,76561199012676642
9152,BowHitsOneMatch,Miscellaneous,36.0,76561199012676642
9153,ChickenWins,Miscellaneous,261.0,76561199012676642
9154,AccountExpIntoCurrentLevelNew,Miscellaneous,2284.0,76561199012676642
9155,CoconutsAte,Miscellaneous,3960.0,76561199012676642
9156,CampfiresUsed,Miscellaneous,2455.0,76561199012676642
9157,GalleryTargetsHit,Miscellaneous,97.0,76561199012676642
9158,ParachuteSplats,Miscellaneous,324.0,76561199012676642
9159,MushroomsAte,Miscellaneous,2445.0,76561199012676642
9160,RatGG,Miscellaneous,3.0,76561199012676642
9161,Scarecrows,Miscellaneous,257.0,76561199012676642
9162,BeGalleryTarget,Miscellaneous,49.0,76561199012676642
9163,BananOfferings,Miscellaneous,4.0,76561199012676642
9164,SuperJumpRolls,Miscellaneous,2113695.0,76561199012676642
9165,DistanceTraveledIceW2,Miscellaneous,63577.0,76561199012676642
9166,TapeUsed,Miscellaneous,57800.0,76561199012676642
9167,ChestOpens,Miscellaneous,12775.0,76561199012676642
9168,TimePlayedSeconds,Miscellaneous,3813012.0,76561199012676642
9169,CrabDance,Miscellaneous,21.0,76561199012676642
9170,HealthJuiceDrank,Miscellaneous,1159277.0,76561199012676642
9171,MoleCrates,Miscellaneous,2539.0,76561199012676642
9172,Top5,Solo,277.0,76561199012676642
9173,Games,Solo,395.0,76561199012676642
9174,Kills,Solo,3225.0,76561199012676642
9175,PacifistVictoriesSolo,Solo,1.0,76561199012676642
9176,MostKills,Solo,22.0,76561199012676642
9177,NoArmorVictoriesSolo,Solo,1.0,76561199012676642
9178,MeleeVictoriesSolo,Solo,3.0,76561199012676642
9179,Deaths,Solo,185.0,76561199012676642
9180,Wins,Solo,210.0,76561199012676642
9181,Top2Squads,Squads,7190.0,76561199012676642
9182,WinsSquads,Squads,6112.0,76561199012676642
9183,GamesSquads,Squads,12114.0,76561199012676642
9184,MostKillsSquads,Squads,28.0,76561199012676642
9185,KillsSquads,Squads,74650.0,76561199012676642
9186,DeathsSquads,Squads,6668.0,76561199012676642
9187,BananaHits,Combat,649.0,76561198081496029
9188,BananaHitsEnemyOnly,Combat,456.0,76561198081496029
9189,EnemyArmorBroken,Combat,63656.0,76561198081496029
9190,DestructiblesDestroyed,Combat,215088.0,76561198081496029
9191,SkunkBombDamageDealt,Combat,27330.0,76561198081496029
9192,DamageDealt,Combat,6821427.0,76561198081496029
9193,Healing,Combat,13530.0,76561198081496029
9194,GamesCustom1,Custom1,24.0,76561198081496029
9195,DeathsCustom1,Custom1,14.0,76561198081496029
9196,FlagCaps,Custom1,23.0,76561198081496029
9197,KillsCustom1,Custom1,119.0,76561198081496029
9198,MostKillsCustom1,Custom1,17.0,76561198081496029
9199,WinsCustom1,Custom1,16.0,76561198081496029
9200,WinsCustom1B,Custom1B,21.0,76561198081496029
9201,DeathsCustom1B,Custom1B,120.0,76561198081496029
9202,MostKillsCustom1B,Custom1B,26.0,76561198081496029
9203,KillsCustom1B,Custom1B,452.0,76561198081496029
9204,GamesCustom1B,Custom1B,23.0,76561198081496029
9205,FlagCapsB,Custom1B,11.0,76561198081496029
9206,Top2Custom2,Custom2,30.0,76561198081496029
9207,GamesCustom2,Custom2,77.0,76561198081496029
9208,KillsCustom2,Custom2,401.0,76561198081496029
9209,DeathsCustom2,Custom2,60.0,76561198081496029
9210,MostKillsCustom2,Custom2,21.0,76561198081496029
9211,WinsCustom2,Custom2,25.0,76561198081496029
9212,MostKillsCustom3,Custom3,18.0,76561198081496029
9213,GamesCustom3,Custom3,37.0,76561198081496029
9214,MostKillsCustom3Z,Custom3,5.0,76561198081496029
9215,DeathsCustom3,Custom3,21.0,76561198081496029
9216,KillsCustom3Z,Custom3,33.0,76561198081496029
9217,WinsCustom3,Custom3,16.0,76561198081496029
9218,KillsCustom3,Custom3,302.0,76561198081496029
9219,DeathsCustom3Z,Custom3,72.0,76561198081496029
9220,WinsDuos,Duos,451.0,76561198081496029
9221,GamesDuos,Duos,2144.0,76561198081496029
9222,DeathsDuos,Duos,1738.0,76561198081496029
9223,MostKillsDuos,Duos,33.0,76561198081496029
9224,KillsDuos,Duos,11671.0,76561198081496029
9225,Top3Duos,Duos,701.0,76561198081496029
9226,FruitBaskets,Event,92.0,76561198081496029
9227,CandyCorn,Event,21041.0,76561198081496029
9228,KillsThomas,Kill Statistics,1292.0,76561198081496029
9229,KillsCrossbow,Kill Statistics,178.0,76561198081496029
9230,KillsBow,Kill Statistics,925.0,76561198081496029
9231,KillsSMG,Kill Statistics,2829.0,76561198081496029
9232,KillsAK,Kill Statistics,2740.0,76561198081496029
9233,KillsShotgun,Kill Statistics,10603.0,76561198081496029
9234,KillsDeagle,Kill Statistics,4442.0,76561198081496029
9235,KillsSilencedPistol,Kill Statistics,2783.0,76561198081496029
9236,KillsSniper,Kill Statistics,364.0,76561198081496029
9237,KillsJag7,Kill Statistics,3709.0,76561198081496029
9238,KillsHuntingRifle,Kill Statistics,627.0,76561198081496029
9239,KillsPistol,Kill Statistics,1630.0,76561198081496029
9240,KillsMagnum,Kill Statistics,11892.0,76561198081496029
9241,KillsEgg,Kill Statistics,3.0,76561198081496029
9242,KillsM16,Kill Statistics,654.0,76561198081496029
9243,VehicleKills,Kill Statistics,644.0,76561198081496029
9244,KillsMinigun,Kill Statistics,48.0,76561198081496029
9245,KillsDart,Kill Statistics,439.0,76561198081496029
9246,MeleeKills,Kill Statistics,987.0,76561198081496029
9247,EmuKills,Kill Statistics,476.0,76561198081496029
9248,GrenadeKills,Kill Statistics,905.0,76561198081496029
9249,KillsDualPistol,Kill Statistics,4675.0,76561198081496029
9250,AccountExpIntoCurrentLevel,Legacy,341.0,76561198081496029
9251,AccountLevel,Legacy,9.0,76561198081496029
9252,StorytimeDonk,Milestones,1.0,76561198081496029
9253,NPCLab,Milestones,2.0,76561198081496029
9254,BarnRebelDoor,Milestones,755.0,76561198081496029
9255,NpcSphynx,Milestones,2.0,76561198081496029
9256,NoDancing,Milestones,1.0,76561198081496029
9257,DancingInTheRain,Milestones,409.0,76561198081496029
9258,BowHitsOneMatch,Miscellaneous,36.0,76561198081496029
9259,BananOfferings,Miscellaneous,5.0,76561198081496029
9260,BeGalleryTarget,Miscellaneous,17.0,76561198081496029
9261,AccountExpIntoCurrentLevelNew,Miscellaneous,2121.0,76561198081496029
9262,GrassCut,Miscellaneous,213176.0,76561198081496029
9263,DistanceTraveled,Miscellaneous,9804280.0,76561198081496029
9264,ChickenWins,Miscellaneous,1.0,76561198081496029
9265,CoconutsAte,Miscellaneous,3396.0,76561198081496029
9266,ChestOpens,Miscellaneous,11734.0,76561198081496029
9267,AccountLevelNew,Miscellaneous,1013.0,76561198081496029
9268,ParachuteSplats,Miscellaneous,398.0,76561198081496029
9269,CampfiresUsed,Miscellaneous,1542.0,76561198081496029
9270,GalleryTargetsHitBow,Miscellaneous,2.0,76561198081496029
9271,GalleryTargetsHit,Miscellaneous,7.0,76561198081496029
9272,MushroomsAte,Miscellaneous,4594.0,76561198081496029
9273,TimePlayedSeconds,Miscellaneous,1840704.0,76561198081496029
9274,DistanceTraveledIceW2,Miscellaneous,43403.0,76561198081496029
9275,TapeUsed,Miscellaneous,33076.0,76561198081496029
